time (s),reference position (m),reference velocity (m/s),position (m),velocity (m/s),voltage (V)
4.0575,0,0,0.00105266,-0.0196738,0.164663
4.06,0,0,0.0010047,-0.0187774,0.169754
4.0625,0,0,0.000958922,-0.0179218,0.174613
4.065,0,0,0.000915229,-0.0171052,0.17925
4.0675,0,0,0.000873528,-0.0163259,0.183677
4.07,0,0,0.000833726,-0.015582,0.187901
4.0725,0,0,0.000795738,-0.014872,0.191933
4.075,0,0,0.000759481,-0.0141944,0.195782
4.0775,0,0,0.000724876,-0.0135476,0.199455
4.08,0,0,0.000691847,-0.0129303,0.202961
4.0825,0,0,0.000660324,-0.0123412,0.206306
4.085,0,0,0.000630237,-0.0117789,0.2095
4.0875,0,0,0.000601521,-0.0112422,0.212548
4.09,0,0,0.000574113,-0.0107299,0.215457
4.0925,0,0,0.000547954,-0.010241,0.218234
4.095,0,0,0.000522987,-0.0097744,0.220884
4.0975,0,0,0.000499157,-0.00932904,0.223413
4.1,0,0,0.000476414,-0.00890397,0.225827
4.1025,0,0,0.000454706,-0.00849827,0.228131
4.105,0,0,0.000433988,-0.00811105,0.23033
4.1075,0,0,0.000414214,-0.00774148,0.232429
4.11,0,0,0.00039534,-0.00738875,0.234432
4.1125,0,0,0.000377327,-0.00705208,0.236344
4.115,0,0,0.000360134,-0.00673076,0.238169
4.1175,0,0,0.000343725,-0.00642408,0.239911
4.12,0,0,0.000328064,-0.00613137,0.241573
4.1225,0,0,0.000313116,-0.005852,0.24316
4.125,0,0,0.000298849,-0.00558536,0.244674
4.1275,0,0,0.000285232,-0.00533087,0.24612
4.13,0,0,0.000272236,-0.00508797,0.247499
4.1325,0,0,0.000259832,-0.00485614,0.248816
4.135,0,0,0.000247993,-0.00463488,0.250072
4.1375,0,0,0.000236693,-0.00442369,0.251272
4.14,0,0,0.000225908,-0.00422213,0.252416
4.1425,0,0,0.000215615,-0.00402975,0.253509
4.145,0,0,0.000205791,-0.00384614,0.254552
4.1475,0,0,0.000196414,-0.00367089,0.255547
4.15,0,0,0.000187465,-0.00350363,0.256497
4.1525,0,0,0.000178923,-0.00334399,0.257403
4.155,0,0,0.00017077,-0.00319163,0.258269
4.1575,0,0,0.000162989,-0.0030462,0.259095
4.16,0,0,0.000155563,-0.00290741,0.259883
4.1625,0,0,0.000148475,-0.00277493,0.260635
4.165,0,0,0.00014171,-0.00264849,0.261353
4.1675,0,0,0.000135253,-0.00252782,0.262039
4.17,0,0,0.00012909,-0.00241264,0.262693
4.1725,0,0,0.000123208,-0.00230271,0.263317
4.175,0,0,0.000117594,-0.00219779,0.263913
4.1775,0,0,0.000112236,-0.00209765,0.264482
4.18,0,0,0.000107122,-0.00200207,0.265025
4.1825,0,0,0.000102241,-0.00191085,0.265543
4.185,0,0,9.75829e-05,-0.00182378,0.266037
4.1875,0,0,9.31366e-05,-0.00174068,0.266509
4.19,0,0,8.88929e-05,-0.00166137,0.266959
4.1925,0,0,8.48426e-05,-0.00158567,0.267389
4.195,0,0,8.09768e-05,-0.00151342,0.2678
4.1975,0,0,7.72871e-05,-0.00144446,0.268191
4.2,0,0,7.37656e-05,-0.00137865,0.268565
4.2025,0,0,7.04046e-05,-0.00131583,0.268922
4.205,0,0,6.71966e-05,-0.00125588,0.269262
4.2075,0,0,6.41349e-05,-0.00119865,0.269587
4.21,0,0,6.12126e-05,-0.00114404,0.269898
4.2125,0,0,5.84235e-05,-0.00109191,0.270194
4.215,0,0,5.57615e-05,-0.00104216,0.270476
4.2175,0,0,5.32208e-05,-0.000994674,0.270746
4.22,0,0,5.07958e-05,-0.000949352,0.271003
4.2225,0,0,4.84813e-05,-0.000906096,0.271249
4.225,0,0,4.62723e-05,-0.00086481,0.271483
4.2275,0,0,4.4164e-05,-0.000825406,0.271707
4.23,0,0,4.21517e-05,-0.000787797,0.271921
4.2325,0,0,4.02311e-05,-0.000751902,0.272125
4.235,0,0,3.8398e-05,-0.000717642,0.272319
4.2375,0,0,3.66484e-05,-0.000684943,0.272505
4.24,0,0,3.49786e-05,-0.000653734,0.272682
4.2425,0,0,3.33848e-05,-0.000623948,0.272851
4.245,0,0,3.18636e-05,-0.000595518,0.273013
4.2475,0,0,3.04118e-05,-0.000568384,0.273167
4.25,0,0,2.90261e-05,-0.000542486,0.273314
4.2525,0,0,2.77036e-05,-0.000517768,0.273454
4.255,0,0,2.64413e-05,-0.000494176,0.273588
4.2575,0,0,2.52365e-05,-0.00047166,0.273716
4.26,0,0,2.40866e-05,-0.000450169,0.273838
4.2625,0,0,2.29891e-05,-0.000429657,0.273955
4.265,0,0,2.19417e-05,-0.00041008,0.274066
4.2675,0,0,2.09419e-05,-0.000391395,0.274172
4.27,0,0,1.99877e-05,-0.000373562,0.274273
4.2725,0,0,1.9077e-05,-0.000356541,0.27437
4.275,0,0,1.82077e-05,-0.000340295,0.274462
4.2775,0,0,1.73781e-05,-0.00032479,0.27455
4.28,0,0,1.65863e-05,-0.000309991,0.274634
4.2825,0,0,1.58306e-05,-0.000295867,0.274714
4.285,0,0,1.51093e-05,-0.000282386,0.274791
4.2875,0,0,1.44208e-05,-0.000269519,0.274864
4.29,0,0,1.37637e-05,-0.000257239,0.274934
4.2925,0,0,1.31366e-05,-0.000245518,0.275
4.295,0,0,1.25381e-05,-0.000234331,0.275064
4.2975,0,0,1.19668e-05,-0.000223654,0.275125
4.3,0,0,1.14215e-05,-0.000213463,0.275182
4.3025,0,0,1.09011e-05,-0.000203737,0.275238
4.305,0,0,1.04044e-05,-0.000194454,0.27529
4.3075,0,0,9.93034e-06,-0.000185594,0.275341
4.31,0,0,9.47787e-06,-0.000177137,0.275389
4.3125,0,0,9.04602e-06,-0.000169066,0.275435
4.315,0,0,8.63384e-06,-0.000161363,0.275478
4.3175,0,0,8.24045e-06,-0.000154011,0.27552
4.32,0,0,7.86498e-06,-0.000146993,0.27556
4.3225,0,0,7.50662e-06,-0.000140296,0.275598
4.325,0,0,7.16459e-06,-0.000133903,0.275634
4.3275,0,0,6.83814e-06,-0.000127802,0.275669
4.33,0,0,6.52656e-06,-0.000121979,0.275702
4.3325,0,0,6.22919e-06,-0.000116421,0.275734
4.335,0,0,5.94536e-06,-0.000111116,0.275764
4.3375,0,0,5.67446e-06,-0.000106053,0.275792
4.34,0,0,5.41591e-06,-0.000101221,0.27582
4.3425,0,0,5.16914e-06,-9.66091e-05,0.275846
4.345,0,0,4.93361e-06,-9.22072e-05,0.275871
4.3475,0,0,4.70882e-06,-8.80058e-05,0.275895
4.35,0,0,4.49426e-06,-8.39959e-05,0.275918
4.3525,0,0,4.28949e-06,-8.01687e-05,0.275939
4.355,0,0,4.09404e-06,-7.65159e-05,0.27596
4.3575,0,0,3.9075e-06,-7.30295e-05,0.27598
4.36,0,0,3.72946e-06,-6.9702e-05,0.275999
4.3625,0,0,3.55953e-06,-6.65261e-05,0.276017
4.365,0,0,3.39734e-06,-6.34949e-05,0.276034
4.3675,0,0,3.24254e-06,-6.06018e-05,0.276051
4.37,0,0,3.0948e-06,-5.78405e-05,0.276066
4.3725,0,0,2.95379e-06,-5.5205e-05,0.276081
4.375,0,0,2.8192e-06,-5.26897e-05,0.276096
4.3775,0,0,2.69075e-06,-5.02889e-05,0.276109
4.38,0,0,2.56814e-06,-4.79975e-05,0.276122
4.3825,0,0,2.45113e-06,-4.58106e-05,0.276135
4.385,0,0,2.33945e-06,-4.37233e-05,0.276146
4.3875,0,0,2.23285e-06,-4.1731e-05,0.276158
4.39,0,0,2.13111e-06,-3.98296e-05,0.276169
4.3925,0,0,2.03401e-06,-3.80148e-05,0.276179
4.395,0,0,1.94133e-06,-3.62827e-05,0.276189
4.3975,0,0,1.85288e-06,-3.46295e-05,0.276198
4.4,0,0,1.76845e-06,-3.30516e-05,0.276207
4.4025,0,0,1.68787e-06,-3.15457e-05,0.276216
4.405,0,0,1.61097e-06,-3.01083e-05,0.276224
4.4075,0,0,1.53757e-06,-2.87365e-05,0.276232
4.41,0,0,1.46751e-06,-2.74271e-05,0.276239
4.4125,0,0,1.40064e-06,-2.61774e-05,0.276246
4.415,0,0,1.33682e-06,-2.49847e-05,0.276253
4.4175,0,0,1.27591e-06,-2.38463e-05,0.276259
4.42,0,0,1.21778e-06,-2.27597e-05,0.276265
4.4225,0,0,1.16229e-06,-2.17227e-05,0.276271
4.425,0,0,1.10933e-06,-2.07329e-05,0.276277
4.4275,0,0,1.05878e-06,-1.97882e-05,0.276282
4.43,0,0,1.01054e-06,-1.88866e-05,0.276287
4.4325,0,0,9.64497e-07,-1.80261e-05,0.276292
4.435,0,0,9.20551e-07,-1.72047e-05,0.276297
4.4375,0,0,8.78607e-07,-1.64208e-05,0.276301
4.44,0,0,8.38574e-07,-1.56726e-05,0.276306
4.4425,0,0,8.00365e-07,-1.49585e-05,0.27631
4.445,0,0,7.63897e-07,-1.42769e-05,0.276314
4.4475,0,0,7.29091e-07,-1.36264e-05,0.276317
4.45,0,0,6.9587e-07,-1.30055e-05,0.276321
4.4525,0,0,6.64164e-07,-1.24129e-05,0.276324
4.455,0,0,6.33902e-07,-1.18474e-05,0.276327
4.4575,0,0,6.05018e-07,-1.13075e-05,0.276331
4.46,0,0,5.77451e-07,-1.07923e-05,0.276333
4.4625,0,0,5.5114e-07,-1.03006e-05,0.276336
4.465,0,0,5.26028e-07,-9.83124e-06,0.276339
4.4675,0,0,5.0206e-07,-9.38329e-06,0.276341
4.47,0,0,4.79184e-07,-8.95575e-06,0.276344
4.4725,0,0,4.5735e-07,-8.54768e-06,0.276346
4.475,0,0,4.36512e-07,-8.15822e-06,0.276348
4.4775,0,0,4.16622e-07,-7.78649e-06,0.276351
4.48,0,0,3.97639e-07,-7.43171e-06,0.276353
4.4825,0,0,3.79521e-07,-7.09309e-06,0.276354
4.485,0,0,3.62229e-07,-6.7699e-06,0.276356
4.4875,0,0,3.45724e-07,-6.46143e-06,0.276358
4.49,0,0,3.29971e-07,-6.16702e-06,0.27636
4.4925,0,0,3.14936e-07,-5.88603e-06,0.276361
4.495,0,0,3.00587e-07,-5.61784e-06,0.276363
4.4975,0,0,2.86891e-07,-5.36187e-06,0.276364
4.5,0,0,2.73819e-07,-5.11756e-06,0.276366
4.5025,0,0,2.61342e-07,-4.88438e-06,0.276367
4.505,0,0,2.49435e-07,-4.66183e-06,0.276368
4.5075,0,0,2.38069e-07,-4.44941e-06,0.276369
4.51,0,0,2.27222e-07,-4.24668e-06,0.276371
4.5125,0,0,2.16869e-07,-4.05318e-06,0.276372
4.515,0,0,2.06987e-07,-3.8685e-06,0.276373
4.5175,0,0,1.97556e-07,-3.69224e-06,0.276374
4.52,0,0,1.88555e-07,-3.52401e-06,0.276375
4.5225,0,0,1.79963e-07,-3.36344e-06,0.276376
4.525,0,0,1.71763e-07,-3.21019e-06,0.276377
4.5275,0,0,1.63937e-07,-3.06392e-06,0.276377
4.53,0,0,1.56467e-07,-2.92431e-06,0.276378
4.5325,0,0,1.49338e-07,-2.79107e-06,0.276379
4.535,0,0,1.42534e-07,-2.66389e-06,0.27638
4.5375,0,0,1.36039e-07,-2.54252e-06,0.27638
4.54,0,0,1.29841e-07,-2.42667e-06,0.276381
4.5425,0,0,1.23925e-07,-2.3161e-06,0.276382
4.545,0,0,1.18278e-07,-2.21057e-06,0.276382
4.5475,0,0,1.12889e-07,-2.10985e-06,0.276383
4.55,0,0,1.07745e-07,-2.01371e-06,0.276383
4.5525,0,0,1.02836e-07,-1.92196e-06,0.276384
4.555,0,0,9.81503e-08,-1.83439e-06,0.276384
4.5575,0,0,9.36781e-08,-1.7508e-06,0.276385
4.56,0,0,8.94098e-08,-1.67103e-06,0.276385
4.5625,0,0,8.53359e-08,-1.59489e-06,0.276386
4.565,0,0,8.14476e-08,-1.52222e-06,0.276386
4.5675,0,0,7.77365e-08,-1.45286e-06,0.276386
4.57,0,0,7.41945e-08,-1.38666e-06,0.276387
4.5725,0,0,7.08139e-08,-1.32348e-06,0.276387
4.575,0,0,6.75874e-08,-1.26318e-06,0.276388
4.5775,0,0,6.45078e-08,-1.20562e-06,0.276388
4.58,0,0,6.15686e-08,-1.15069e-06,0.276388
4.5825,0,0,5.87632e-08,-1.09826e-06,0.276389
4.585,0,0,5.60857e-08,-1.04822e-06,0.276389
4.5875,0,0,5.35302e-08,-1.00046e-06,0.276389
4.59,0,0,5.10912e-08,-9.54873e-07,0.276389
4.5925,0,0,4.87633e-08,-9.11365e-07,0.27639
4.595,0,0,4.65414e-08,-8.69839e-07,0.27639
4.5975,0,0,4.44208e-08,-8.30206e-07,0.27639
4.6,0,0,4.23968e-08,-7.92378e-07,0.27639
4.6025,0,0,4.0465e-08,-7.56274e-07,0.27639
4.605,0,0,3.86213e-08,-7.21815e-07,0.276391
4.6075,0,0,3.68615e-08,-6.88926e-07,0.276391
4.61,0,0,3.51819e-08,-6.57536e-07,0.276391
4.6125,0,0,3.35789e-08,-6.27576e-07,0.276391
4.615,0,0,3.20489e-08,-5.98981e-07,0.276391
4.6175,0,0,3.05886e-08,-5.71689e-07,0.276391
4.62,0,0,2.91949e-08,-5.4564e-07,0.276392
4.6225,0,0,2.78646e-08,-5.20779e-07,0.276392
4.625,0,0,2.6595e-08,-4.9705e-07,0.276392
4.6275,0,0,2.53832e-08,-4.74402e-07,0.276392
4.63,0,0,2.42267e-08,-4.52786e-07,0.276392
4.6325,0,0,2.31228e-08,-4.32156e-07,0.276392
4.635,0,0,2.20692e-08,-4.12465e-07,0.276392
4.6375,0,0,2.10637e-08,-3.93671e-07,0.276393
4.64,0,0,2.01039e-08,-3.75734e-07,0.276393
4.6425,0,0,1.91879e-08,-3.58614e-07,0.276393
4.645,0,0,1.83136e-08,-3.42274e-07,0.276393
4.6475,0,0,1.74792e-08,-3.26678e-07,0.276393
4.65,0,0,1.66828e-08,-3.11794e-07,0.276393
4.6525,0,0,1.59226e-08,-2.97587e-07,0.276393
4.655,0,0,1.51971e-08,-2.84028e-07,0.276393
4.6575,0,0,1.45047e-08,-2.71086e-07,0.276393
4.66,0,0,1.38438e-08,-2.58734e-07,0.276393
4.6625,0,0,1.3213e-08,-2.46945e-07,0.276393
4.665,0,0,1.2611e-08,-2.35694e-07,0.276393
4.6675,0,0,1.20364e-08,-2.24954e-07,0.276393
4.67,0,0,1.14879e-08,-2.14705e-07,0.276394
4.6725,0,0,1.09645e-08,-2.04922e-07,0.276394
4.675,0,0,1.04649e-08,-1.95585e-07,0.276394
4.6775,0,0,9.98808e-09,-1.86673e-07,0.276394
4.68,0,0,9.53298e-09,-1.78167e-07,0.276394
4.6825,0,0,9.09862e-09,-1.70049e-07,0.276394
4.685,0,0,8.68405e-09,-1.62301e-07,0.276394
4.6875,0,0,8.28837e-09,-1.54906e-07,0.276394
4.69,0,0,7.91071e-09,-1.47848e-07,0.276394
4.6925,0,0,7.55027e-09,-1.41111e-07,0.276394
4.695,0,0,7.20625e-09,-1.34682e-07,0.276394
4.6975,0,0,6.8779e-09,-1.28545e-07,0.276394
4.7,0,0,6.56451e-09,-1.22688e-07,0.276394
4.7025,0,0,6.26541e-09,-1.17098e-07,0.276394
4.705,0,0,5.97993e-09,-1.11762e-07,0.276394
4.7075,0,0,5.70746e-09,-1.0667e-07,0.276394
4.71,0,0,5.4474e-09,-1.0181e-07,0.276394
4.7125,0,0,5.1992e-09,-9.71708e-08,0.276394
4.715,0,0,4.9623e-09,-9.27433e-08,0.276394
4.7175,0,0,4.7362e-09,-8.85175e-08,0.276394
4.72,0,0,4.5204e-09,-8.44843e-08,0.276394
4.7225,0,0,4.31443e-09,-8.06349e-08,0.276394
4.725,0,0,4.11785e-09,-7.69608e-08,0.276394
4.7275,0,0,3.93022e-09,-7.34541e-08,0.276394
4.73,0,0,3.75114e-09,-7.01073e-08,0.276394
4.7325,0,0,3.58022e-09,-6.69129e-08,0.276394
4.735,0,0,3.41709e-09,-6.38641e-08,0.276394
4.7375,0,0,3.2614e-09,-6.09541e-08,0.276394
4.74,0,0,3.11279e-09,-5.81768e-08,0.276394
4.7425,0,0,2.97096e-09,-5.5526e-08,0.276394
4.745,0,0,2.83559e-09,-5.2996e-08,0.276394
4.7475,0,0,2.70639e-09,-5.05813e-08,0.276394
4.75,0,0,2.58308e-09,-4.82766e-08,0.276394
4.7525,0,0,2.46538e-09,-4.6077e-08,0.276394
4.755,0,0,2.35305e-09,-4.39775e-08,0.276394
4.7575,0,0,2.24583e-09,-4.19737e-08,0.276395
4.76,0,0,2.1435e-09,-4.00612e-08,0.276395
4.7625,0,0,2.04584e-09,-3.82358e-08,0.276395
4.765,0,0,1.95262e-09,-3.64937e-08,0.276395
4.7675,0,0,1.86365e-09,-3.48309e-08,0.276395
4.77,0,0,1.77874e-09,-3.32438e-08,0.276395
4.7725,0,0,1.69769e-09,-3.17291e-08,0.276395
4.775,0,0,1.62034e-09,-3.02834e-08,0.276395
4.7775,0,0,1.54651e-09,-2.89035e-08,0.276395
4.78,0,0,1.47604e-09,-2.75866e-08,0.276395
4.7825,0,0,1.40879e-09,-2.63296e-08,0.276395
4.785,0,0,1.3446e-09,-2.51299e-08,0.276395
4.7875,0,0,1.28333e-09,-2.39849e-08,0.276395
4.79,0,0,1.22486e-09,-2.28921e-08,0.276395
4.7925,0,0,1.16905e-09,-2.1849e-08,0.276395
4.795,0,0,1.11578e-09,-2.08535e-08,0.276395
4.7975,0,0,1.06494e-09,-1.99033e-08,0.276395
4.8,0,0,1.01642e-09,-1.89964e-08,0.276395
4.8025,0,0,9.70106e-10,-1.81309e-08,0.276395
4.805,0,0,9.25904e-10,-1.73048e-08,0.276395
4.8075,0,0,8.83716e-10,-1.65163e-08,0.276395
4.81,0,0,8.4345e-10,-1.57637e-08,0.276395
4.8125,0,0,8.05019e-10,-1.50455e-08,0.276395
4.815,0,0,7.68339e-10,-1.43599e-08,0.276395
4.8175,0,0,7.3333e-10,-1.37056e-08,0.276395
4.82,0,0,6.99917e-10,-1.30811e-08,0.276395
4.8225,0,0,6.68025e-10,-1.24851e-08,0.276395
4.825,0,0,6.37587e-10,-1.19162e-08,0.276395
4.8275,0,0,6.08536e-10,-1.13733e-08,0.276395
4.83,0,0,5.80809e-10,-1.08551e-08,0.276395
4.8325,0,0,5.54345e-10,-1.03605e-08,0.276395
4.835,0,0,5.29087e-10,-9.88841e-09,0.276395
4.8375,0,0,5.04979e-10,-9.43785e-09,0.276395
4.84,0,0,4.8197e-10,-9.00782e-09,0.276395
4.8425,0,0,4.6001e-10,-8.59739e-09,0.276395
4.845,0,0,4.3905e-10,-8.20565e-09,0.276395
4.8475,0,0,4.19045e-10,-7.83177e-09,0.276395
4.85,0,0,3.99951e-10,-7.47492e-09,0.276395
4.8525,0,0,3.81728e-10,-7.13433e-09,0.276395
4.855,0,0,3.64335e-10,-6.80926e-09,0.276395
4.8575,0,0,3.47734e-10,-6.49901e-09,0.276395
4.86,0,0,3.3189e-10,-6.20288e-09,0.276395
4.8625,0,0,3.16768e-10,-5.92026e-09,0.276395
4.865,0,0,3.02334e-10,-5.6505e-09,0.276395
4.8675,0,0,2.88559e-10,-5.39304e-09,0.276395
4.87,0,0,2.75411e-10,-5.14731e-09,0.276395
4.8725,0,0,2.62862e-10,-4.91278e-09,0.276395
4.875,0,0,2.50885e-10,-4.68893e-09,0.276395
4.8775,0,0,2.39454e-10,-4.47529e-09,0.276395
4.88,0,0,2.28543e-10,-4.27137e-09,0.276395
4.8825,0,0,2.1813e-10,-4.07675e-09,0.276395
4.885,0,0,2.08191e-10,-3.891e-09,0.276395
4.8875,0,0,1.98705e-10,-3.71371e-09,0.276395
4.89,0,0,1.89651e-10,-3.5445e-09,0.276395
4.8925,0,0,1.8101e-10,-3.38299e-09,0.276395
4.895,0,0,1.72762e-10,-3.22885e-09,0.276395
4.8975,0,0,1.6489e-10,-3.08173e-09,0.276395
4.9,0,0,1.57377e-10,-2.94132e-09,0.276395
4.9025,0,0,1.50207e-10,-2.8073e-09,0.276395
4.905,0,0,1.43362e-10,-2.67938e-09,0.276395
4.9075,0,0,1.3683e-10,-2.5573e-09,0.276395
4.91,0,0,1.30596e-10,-2.44078e-09,0.276395
4.9125,0,0,1.24645e-10,-2.32957e-09,0.276395
4.915,0,0,1.18966e-10,-2.22342e-09,0.276395
4.9175,0,0,1.13545e-10,-2.12211e-09,0.276395
4.92,0,0,1.08372e-10,-2.02542e-09,0.276395
4.9225,0,0,1.03434e-10,-1.93314e-09,0.276395
4.925,0,0,9.8721e-11,-1.84505e-09,0.276395
4.9275,0,0,9.42228e-11,-1.76099e-09,0.276395
4.93,0,0,8.99297e-11,-1.68075e-09,0.276395
4.9325,0,0,8.58321e-11,-1.60417e-09,0.276395
4.935,0,0,8.19212e-11,-1.53107e-09,0.276395
4.9375,0,0,7.81886e-11,-1.46131e-09,0.276395
4.94,0,0,7.4626e-11,-1.39473e-09,0.276395
4.9425,0,0,7.12257e-11,-1.33118e-09,0.276395
4.945,0,0,6.79804e-11,-1.27052e-09,0.276395
4.9475,0,0,6.48829e-11,-1.21263e-09,0.276395
4.95,0,0,6.19266e-11,-1.15738e-09,0.276395
4.9525,0,0,5.91049e-11,-1.10465e-09,0.276395
4.955,0,0,5.64119e-11,-1.05431e-09,0.276395
4.9575,0,0,5.38415e-11,-1.00627e-09,0.276395
4.96,0,0,5.13883e-11,-9.60425e-10,0.276395
4.9625,0,0,4.90468e-11,-9.16664e-10,0.276395
4.965,0,0,4.6812e-11,-8.74897e-10,0.276395
4.9675,0,0,4.46791e-11,-8.35033e-10,0.276395
4.97,0,0,4.26433e-11,-7.96985e-10,0.276395
4.9725,0,0,4.07003e-11,-7.60671e-10,0.276395
4.975,0,0,3.88458e-11,-7.26012e-10,0.276395
4.9775,0,0,3.70758e-11,-6.92932e-10,0.276395
4.98,0,0,3.53865e-11,-6.61359e-10,0.276395
4.9825,0,0,3.37742e-11,-6.31225e-10,0.276395
4.985,0,0,3.22353e-11,-6.02464e-10,0.276395
4.9875,0,0,3.07665e-11,-5.75013e-10,0.276395
4.99,0,0,2.93646e-11,-5.48813e-10,0.276395
4.9925,0,0,2.80267e-11,-5.23807e-10,0.276395
4.995,0,0,2.67497e-11,-4.9994e-10,0.276395
4.9975,0,0,2.55308e-11,-4.77161e-10,0.276395
5,0,0,2.43675e-11,-4.55419e-10,0.276395
5.0025,0,0,2.32573e-11,-4.34668e-10,0.276395
5.005,0,0,2.21976e-11,-4.14863e-10,0.276395
5.0075,0,0,2.11861e-11,-3.9596e-10,0.276395
5.01,0,0,2.02208e-11,-3.77919e-10,0.276395
5.0125,0,0,1.92995e-11,-3.60699e-10,0.276395
5.015,0,0,1.84201e-11,-3.44264e-10,0.276395
5.0175,0,0,1.75808e-11,-3.28578e-10,0.276395
5.02,0,0,1.67798e-11,-3.13607e-10,0.276395
5.0225,0,0,1.60152e-11,-2.99317e-10,0.276395
5.025,0,0,1.52855e-11,-2.85679e-10,0.276395
5.0275,0,0,1.4589e-11,-2.72663e-10,0.276395
5.03,0,0,1.39243e-11,-2.60239e-10,0.276395
5.0325,0,0,1.32898e-11,-2.48381e-10,0.276395
5.035,0,0,1.26843e-11,-2.37064e-10,0.276395
5.0375,0,0,1.21063e-11,-2.26262e-10,0.276395
5.04,0,0,1.15547e-11,-2.15953e-10,0.276395
5.0425,0,0,1.10282e-11,-2.06113e-10,0.276395
5.045,0,0,1.05258e-11,-1.96722e-10,0.276395
5.0475,0,0,1.00462e-11,-1.87758e-10,0.276395
5.05,0,0,9.58841e-12,-1.79203e-10,0.276395
5.0525,0,0,9.15152e-12,-1.71038e-10,0.276395
5.055,0,0,8.73454e-12,-1.63245e-10,0.276395
5.0575,0,0,8.33656e-12,-1.55807e-10,0.276395
5.06,0,0,7.95671e-12,-1.48708e-10,0.276395
5.0625,0,0,7.59417e-12,-1.41932e-10,0.276395
5.065,0,0,7.24815e-12,-1.35465e-10,0.276395
5.0675,0,0,6.91789e-12,-1.29293e-10,0.276395
5.07,0,0,6.60269e-12,-1.23401e-10,0.276395
5.0725,0,0,6.30184e-12,-1.17779e-10,0.276395
5.075,0,0,6.0147e-12,-1.12412e-10,0.276395
5.0775,0,0,5.74065e-12,-1.0729e-10,0.276395
5.08,0,0,5.47908e-12,-1.02402e-10,0.276395
5.0825,0,0,5.22943e-12,-9.77358e-11,0.276395
5.085,0,0,4.99115e-12,-9.32826e-11,0.276395
5.0875,0,0,4.76374e-12,-8.90322e-11,0.276395
5.09,0,0,4.54668e-12,-8.49756e-11,0.276395
5.0925,0,0,4.33952e-12,-8.11037e-11,0.276395
5.095,0,0,4.14179e-12,-7.74083e-11,0.276395
5.0975,0,0,3.95307e-12,-7.38813e-11,0.276395
5.1,0,0,3.77295e-12,-7.05149e-11,0.276395
5.1025,0,0,3.60104e-12,-6.7302e-11,0.276395
5.105,0,0,3.43696e-12,-6.42354e-11,0.276395
5.1075,0,0,3.28036e-12,-6.13086e-11,0.276395
5.11,0,0,3.13089e-12,-5.85151e-11,0.276395
5.1125,0,0,2.98824e-12,-5.58489e-11,0.276395
5.115,0,0,2.85208e-12,-5.33042e-11,0.276395
5.1175,0,0,2.72213e-12,-5.08754e-11,0.276395
5.12,0,0,2.5981e-12,-4.85573e-11,0.276395
5.1225,0,0,2.47972e-12,-4.63449e-11,0.276395
5.125,0,0,2.36673e-12,-4.42332e-11,0.276395
5.1275,0,0,2.25889e-12,-4.22178e-11,0.276395
5.13,0,0,2.15597e-12,-4.02941e-11,0.276395
5.1325,0,0,2.05773e-12,-3.84582e-11,0.276395
5.135,0,0,1.96397e-12,-3.67059e-11,0.276395
5.1375,0,0,1.87449e-12,-3.50334e-11,0.276395
5.14,0,0,1.78908e-12,-3.34371e-11,0.276395
5.1425,0,0,1.70756e-12,-3.19136e-11,0.276395
5.145,0,0,1.62976e-12,-3.04595e-11,0.276395
5.1475,0,0,1.5555e-12,-2.90716e-11,0.276395
5.15,0,0,1.48462e-12,-2.7747e-11,0.276395
5.1525,0,0,1.41698e-12,-2.64827e-11,0.276395
5.155,0,0,1.35241e-12,-2.52761e-11,0.276395
5.1575,0,0,1.29079e-12,-2.41244e-11,0.276395
5.16,0,0,1.23198e-12,-2.30252e-11,0.276395
5.1625,0,0,1.17585e-12,-2.1976e-11,0.276395
5.165,0,0,1.12227e-12,-2.09747e-11,0.276395
5.1675,0,0,1.07113e-12,-2.0019e-11,0.276395
5.17,0,0,1.02233e-12,-1.91069e-11,0.276395
5.1725,0,0,9.75747e-13,-1.82363e-11,0.276395
5.175,0,0,9.31288e-13,-1.74054e-11,0.276395
5.1775,0,0,8.88854e-13,-1.66123e-11,0.276395
5.18,0,0,8.48354e-13,-1.58554e-11,0.276395
5.1825,0,0,8.097e-13,-1.51329e-11,0.276395
5.185,0,0,7.72807e-13,-1.44434e-11,0.276395
5.1875,0,0,7.37594e-13,-1.37853e-11,0.276395
5.19,0,0,7.03986e-13,-1.31572e-11,0.276395
5.1925,0,0,6.7191e-13,-1.25577e-11,0.276395
5.195,0,0,6.41295e-13,-1.19855e-11,0.276395
5.1975,0,0,6.12075e-13,-1.14394e-11,0.276395
5.2,0,0,5.84186e-13,-1.09182e-11,0.276395
5.2025,0,0,5.57568e-13,-1.04207e-11,0.276395
5.205,0,0,5.32163e-13,-9.94591e-12,0.276395
5.2075,0,0,5.07916e-13,-9.49273e-12,0.276395
5.21,0,0,4.84773e-13,-9.0602e-12,0.276395
5.2125,0,0,4.62685e-13,-8.64738e-12,0.276395
5.215,0,0,4.41603e-13,-8.25337e-12,0.276395
5.2175,0,0,4.21481e-13,-7.87731e-12,0.276395
5.22,0,0,4.02277e-13,-7.51839e-12,0.276395
5.2225,0,0,3.83948e-13,-7.17582e-12,0.276395
5.225,0,0,3.66453e-13,-6.84886e-12,0.276395
